MapName,Scenario,Connectivity,Algorithm,Weight,TaskID,Success,PathLength,OptimalLength,ExpandedNodes,TimeMS,Suboptimality
1.map,1.scen,4,A* (Octile),1.0,0,True,8.0000,5.0,22,0.0351,60.00
1.map,1.scen,4,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0098,-20.00
1.map,1.scen,4,WA* (x1.5),1.5,0,True,8.0000,5.0,9,0.0196,60.00
1.map,1.scen,4,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0103,-20.00
1.map,1.scen,4,WA* (x2.0),2.0,0,True,8.0000,5.0,9,0.0196,60.00
1.map,1.scen,4,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0099,-20.00
1.map,1.scen,8,BFS,1.0,0,True,4.0000,5.0,25,0.0308,-20.00
1.map,1.scen,8,BFS,1.0,1,True,4.0000,5.0,21,0.0263,-20.00
1.map,1.scen,8,Dijkstra,1.0,0,True,5.6569,5.0,25,0.0500,13.14
1.map,1.scen,8,Dijkstra,1.0,1,True,4.0000,5.0,16,0.0375,-20.00
1.map,1.scen,8,A* (Manhattan),1.0,0,True,5.6569,5.0,5,0.0181,13.14
1.map,1.scen,8,A* (Manhattan),1.0,1,True,4.0000,5.0,5,0.0118,-20.00
1.map,1.scen,8,A* (Euclid),1.0,0,True,5.6569,5.0,5,0.0181,13.14
1.map,1.scen,8,A* (Euclid),1.0,1,True,4.0000,5.0,5,0.0120,-20.00
1.map,1.scen,8,A* (Octile),1.0,0,True,5.6569,5.0,5,0.0176,13.14
1.map,1.scen,8,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0114,-20.00
1.map,1.scen,8,WA* (x1.5),1.5,0,True,5.6569,5.0,5,0.0176,13.14
1.map,1.scen,8,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0117,-20.00
1.map,1.scen,8,WA* (x2.0),2.0,0,True,5.6569,5.0,5,0.0178,13.14
1.map,1.scen,8,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0165,-20.00
2.map,2.scen,4,BFS,1.0,0,True,8.0000,5.0,22,0.0238,60.00
2.map,2.scen,4,BFS,1.0,1,True,4.0000,5.0,13,0.0138,-20.00
2.map,2.scen,4,Dijkstra,1.0,0,True,8.0000,5.0,22,0.0318,60.00
2.map,2.scen,4,Dijkstra,1.0,1,True,4.0000,5.0,11,0.0179,-20.00
2.map,2.scen,4,A* (Manhattan),1.0,0,True,8.0000,5.0,22,0.0312,60.00
2.map,2.scen,4,A* (Manhattan),1.0,1,True,4.0000,5.0,5,0.0091,-20.00
2.map,2.scen,4,A* (Euclid),1.0,0,True,8.0000,5.0,19,0.0289,60.00
2.map,2.scen,4,A* (Euclid),1.0,1,True,4.0000,5.0,5,0.0091,-20.00
2.map,2.scen,4,A* (Octile),1.0,0,True,8.0000,5.0,19,0.0292,60.00
2.map,2.scen,4,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0094,-20.00
2.map,2.scen,4,WA* (x1.5),1.5,0,True,8.0000,5.0,10,0.0186,60.00
2.map,2.scen,4,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0093,-20.00
2.map,2.scen,4,WA* (x2.0),2.0,0,True,8.0000,5.0,10,0.0184,60.00
2.map,2.scen,4,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0090,-20.00
2.map,2.scen,8,BFS,1.0,0,True,6.0000,5.0,22,0.0240,20.00
2.map,2.scen,8,BFS,1.0,1,True,4.0000,5.0,16,0.0188,-20.00
2.map,2.scen,8,Dijkstra,1.0,0,True,6.8284,5.0,22,0.0470,36.57
2.map,2.scen,8,Dijkstra,1.0,1,True,4.0000,5.0,12,0.0231,-20.00
2.map,2.scen,8,A* (Manhattan),1.0,0,True,6.8284,5.0,8,0.0186,36.57
2.map,2.scen,8,A* (Manhattan),1.0,1,True,4.0000,5.0,5,0.0102,-20.00
2.map,2.scen,8,A* (Euclid),1.0,0,True,6.8284,5.0,14,0.0284,36.57
2.map,2.scen,8,A* (Euclid),1.0,1,True,4.0000,5.0,5,0.0105,-20.00
2.map,2.scen,8,A* (Octile),1.0,0,True,6.8284,5.0,14,0.0286,36.57
2.map,2.scen,8,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0101,-20.00
2.map,2.scen,8,WA* (x1.5),1.5,0,True,6.8284,5.0,8,0.0184,36.57
2.map,2.scen,8,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0102,-20.00
2.map,2.scen,8,WA* (x2.0),2.0,0,True,6.8284,5.0,8,0.0191,36.57
2.map,2.scen,8,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0101,-20.00
